time,episode,wins,winratetime
12:47:53,0,1,1.0
12:47:53,1,2,1.0
12:47:54,2,3,1.0
12:47:54,3,4,1.0
12:47:54,4,5,1.0
12:47:55,5,6,1.0
12:47:55,6,7,1.0
12:47:56,7,8,1.0
12:47:56,8,9,1.0
12:47:57,9,10,1.0
12:47:57,10,11,1.0
12:47:58,11,12,1.0
12:47:58,12,13,1.0
12:47:58,13,14,1.0
12:47:59,14,15,1.0
12:47:59,15,16,1.0
12:47:59,16,17,1.0
12:48:00,17,18,1.0
12:48:00,18,19,1.0
12:48:00,19,20,1.0
12:48:01,20,21,1.0
12:48:01,21,22,1.0
12:48:02,22,23,1.0
12:48:02,23,24,1.0
12:48:03,24,25,1.0
12:48:03,25,26,1.0
12:48:03,26,27,1.0
12:48:04,27,28,1.0
12:48:04,28,29,1.0
12:48:05,29,30,1.0
12:48:05,30,31,1.0
12:48:05,31,32,1.0
12:48:06,32,33,1.0
12:48:07,33,34,1.0
12:48:07,34,35,1.0
12:48:07,35,36,1.0
12:48:08,36,37,1.0
12:48:08,37,38,1.0
12:48:09,38,39,1.0
12:48:09,39,40,1.0
12:48:10,40,41,1.0
12:48:10,41,42,1.0
12:48:10,42,43,1.0
12:48:11,43,44,1.0
12:48:11,44,45,1.0
12:48:12,45,45,0.9782608695652174
12:48:12,46,46,0.9787234042553191
12:48:12,47,47,0.9791666666666666
12:48:12,48,48,0.9795918367346939
12:48:13,49,49,0.98
12:48:13,50,50,0.9803921568627451
12:48:13,51,51,0.9807692307692307
12:48:14,52,52,0.9811320754716981
12:48:14,53,53,0.9814814814814815
12:48:15,54,54,0.9818181818181818
12:48:15,55,55,0.9821428571428571
12:48:15,56,56,0.9824561403508771
12:48:16,57,57,0.9827586206896551
12:48:16,58,58,0.9830508474576272
12:48:17,59,58,0.9666666666666667
12:48:17,60,59,0.9672131147540983
12:48:17,61,60,0.967741935483871
12:48:18,62,61,0.9682539682539683
12:48:18,63,62,0.96875
12:48:18,64,63,0.9692307692307692
12:48:19,65,64,0.9696969696969697
12:48:19,66,65,0.9701492537313433
12:48:20,67,66,0.9705882352941176
12:48:20,68,67,0.9710144927536232
12:48:20,69,68,0.9714285714285714
12:48:21,70,69,0.971830985915493
12:48:21,71,70,0.9722222222222222
12:48:21,72,71,0.9726027397260274
12:48:22,73,72,0.972972972972973
12:48:22,74,73,0.9733333333333334
12:48:23,75,74,0.9736842105263158
12:48:23,76,75,0.974025974025974
12:48:23,77,76,0.9743589743589743
12:48:24,78,77,0.9746835443037974
12:48:24,79,78,0.975
12:48:24,80,79,0.9753086419753086
12:48:25,81,80,0.975609756097561
12:48:25,82,81,0.9759036144578314
12:48:25,83,82,0.9761904761904762
12:48:26,84,82,0.9647058823529412
12:48:26,85,83,0.9651162790697675
12:48:27,86,84,0.9655172413793104
12:48:27,87,85,0.9659090909090909
12:48:27,88,86,0.9662921348314607
12:48:28,89,87,0.9666666666666667
12:48:28,90,88,0.967032967032967
12:48:28,91,89,0.967391304347826
12:48:29,92,90,0.967741935483871
12:48:29,93,91,0.9680851063829787
12:48:30,94,92,0.968421052631579
12:48:30,95,93,0.96875
12:48:30,96,94,0.9690721649484536
12:48:31,97,95,0.9693877551020408
12:48:31,98,96,0.9696969696969697
12:48:31,99,97,0.97
12:48:32,100,98,0.9702970297029703
12:48:32,101,99,0.9705882352941176
12:48:33,102,100,0.970873786407767
12:48:33,103,101,0.9711538461538461
12:48:33,104,102,0.9714285714285714
12:48:34,105,103,0.9716981132075472
12:48:34,106,104,0.9719626168224299
12:48:35,107,105,0.9722222222222222
12:48:35,108,106,0.9724770642201835
12:48:36,109,107,0.9727272727272728
12:48:36,110,108,0.972972972972973
12:48:36,111,109,0.9732142857142857
12:48:37,112,110,0.9734513274336283
12:48:37,113,111,0.9736842105263158
12:48:38,114,112,0.9739130434782609
12:48:38,115,113,0.9741379310344828
12:48:39,116,114,0.9743589743589743
12:48:39,117,115,0.9745762711864406
12:48:39,118,116,0.9747899159663865
12:48:40,119,117,0.975
12:48:40,120,118,0.9752066115702479
12:48:40,121,119,0.9754098360655737
12:48:41,122,120,0.975609756097561
12:48:41,123,121,0.9758064516129032
12:48:42,124,122,0.976
12:48:42,125,123,0.9761904761904762
12:48:42,126,124,0.9763779527559056
12:48:43,127,125,0.9765625
12:48:43,128,126,0.9767441860465116
12:48:44,129,127,0.9769230769230769
12:48:44,130,128,0.9770992366412213
12:48:44,131,129,0.9772727272727273
12:48:45,132,130,0.9774436090225563
12:48:45,133,131,0.9776119402985075
12:48:46,134,132,0.9777777777777777
12:48:46,135,133,0.9779411764705882
12:48:46,136,134,0.9781021897810219
12:48:47,137,135,0.9782608695652174
12:48:47,138,136,0.9784172661870504
12:48:47,139,137,0.9785714285714285
12:48:48,140,138,0.9787234042553191
12:48:48,141,139,0.9788732394366197
12:48:49,142,140,0.9790209790209791
12:48:49,143,141,0.9791666666666666
12:48:49,144,142,0.9793103448275862
12:48:50,145,143,0.9794520547945206
12:48:50,146,144,0.9795918367346939
12:48:51,147,145,0.9797297297297297
12:48:51,148,146,0.9798657718120806
12:48:51,149,147,0.98
12:48:52,150,148,0.9801324503311258
12:48:52,151,149,0.9802631578947368
12:48:52,152,150,0.9803921568627451
12:48:53,153,151,0.9805194805194806
12:48:53,154,152,0.9806451612903225
12:48:54,155,153,0.9807692307692307
12:48:54,156,154,0.9808917197452229
12:48:55,157,155,0.9810126582278481
12:48:55,158,156,0.9811320754716981
12:48:56,159,157,0.98125
12:48:56,160,158,0.9813664596273292
12:48:56,161,159,0.9814814814814815
12:48:57,162,160,0.9815950920245399
12:48:57,163,161,0.9817073170731707
12:48:58,164,162,0.9818181818181818
12:48:58,165,163,0.9819277108433735
12:48:58,166,164,0.9820359281437125
12:48:59,167,165,0.9821428571428571
12:48:59,168,166,0.9822485207100592
12:48:59,169,167,0.9823529411764705
12:49:00,170,168,0.9824561403508771
12:49:00,171,169,0.9825581395348837
12:49:01,172,170,0.9826589595375722
12:49:01,173,171,0.9827586206896551
12:49:02,174,172,0.9828571428571429
12:49:02,175,173,0.9829545454545454
12:49:03,176,174,0.9830508474576272
12:49:03,177,175,0.9831460674157303
12:49:03,178,176,0.9832402234636871
12:49:04,179,177,0.9833333333333333
12:49:04,180,178,0.9834254143646409
12:49:05,181,179,0.9835164835164835
12:49:05,182,180,0.9836065573770492
12:49:06,183,181,0.9836956521739131
12:49:06,184,182,0.9837837837837838
12:49:07,185,183,0.9838709677419355
12:49:07,186,184,0.983957219251337
12:49:07,187,185,0.9840425531914894
12:49:08,188,186,0.9841269841269841
12:49:08,189,187,0.9842105263157894
12:49:09,190,188,0.9842931937172775
12:49:09,191,189,0.984375
12:49:10,192,190,0.9844559585492227
12:49:10,193,191,0.9845360824742269
12:49:11,194,191,0.9794871794871794
12:49:11,195,192,0.9795918367346939
12:49:11,196,193,0.9796954314720813
12:49:12,197,194,0.9797979797979798
12:49:12,198,195,0.9798994974874372
12:49:12,199,196,0.98
12:49:13,200,197,0.9800995024875622
12:49:13,201,198,0.9801980198019802
12:49:14,202,199,0.9802955665024631
12:49:14,203,200,0.9803921568627451
12:49:15,204,201,0.9804878048780488
12:49:15,205,202,0.9805825242718447
12:49:16,206,203,0.9806763285024155
12:49:16,207,204,0.9807692307692307
12:49:16,208,205,0.9808612440191388
12:49:17,209,206,0.9809523809523809
12:49:17,210,207,0.981042654028436
12:49:17,211,208,0.9811320754716981
12:49:18,212,209,0.9812206572769953
12:49:18,213,210,0.9813084112149533
12:49:18,214,211,0.9813953488372092
12:49:19,215,212,0.9814814814814815
12:49:19,216,213,0.9815668202764977
12:49:20,217,213,0.9770642201834863
12:49:20,218,214,0.9771689497716894
12:49:21,219,215,0.9772727272727273
12:49:21,220,216,0.9773755656108597
12:49:21,221,217,0.9774774774774775
12:49:22,222,218,0.9775784753363229
12:49:22,223,219,0.9776785714285714
12:49:23,224,220,0.9777777777777777
12:49:23,225,221,0.9778761061946902
12:49:24,226,222,0.9779735682819384
12:49:24,227,223,0.9780701754385965
12:49:25,228,224,0.9781659388646288
12:49:25,229,224,0.9739130434782609
12:49:25,230,225,0.974025974025974
12:49:26,231,226,0.9741379310344828
12:49:26,232,227,0.9742489270386266
12:49:27,233,228,0.9743589743589743
12:49:27,234,229,0.9744680851063829
12:49:28,235,230,0.9745762711864406
12:49:28,236,230,0.9704641350210971
12:49:28,237,231,0.9705882352941176
12:49:29,238,232,0.9707112970711297
12:49:29,239,233,0.9708333333333333
12:49:30,240,234,0.970954356846473
12:49:30,241,235,0.9710743801652892
12:49:31,242,236,0.9711934156378601
12:49:31,243,237,0.9713114754098361
12:49:31,244,238,0.9714285714285714
12:49:32,245,239,0.9715447154471545
12:49:32,246,240,0.97165991902834
12:49:32,247,241,0.9717741935483871
12:49:33,248,242,0.9718875502008032
12:49:33,249,243,0.972
12:49:34,250,244,0.9721115537848606
12:49:34,251,245,0.9722222222222222
12:49:34,252,246,0.9723320158102767
12:49:35,253,247,0.9724409448818898
12:49:35,254,248,0.9725490196078431
12:49:36,255,249,0.97265625
12:49:36,256,250,0.9727626459143969
12:49:37,257,251,0.9728682170542635
12:49:37,258,252,0.972972972972973
12:49:37,259,253,0.9730769230769231
12:49:38,260,254,0.9731800766283525
12:49:38,261,255,0.9732824427480916
12:49:39,262,256,0.973384030418251
12:49:39,263,257,0.9734848484848485
12:49:39,264,258,0.9735849056603774
12:49:40,265,259,0.9736842105263158
12:49:40,266,260,0.9737827715355806
12:49:41,267,261,0.9738805970149254
12:49:41,268,262,0.9739776951672863
12:49:42,269,263,0.9740740740740741
12:49:42,270,264,0.974169741697417
12:49:43,271,264,0.9705882352941176
12:49:43,272,265,0.9706959706959707
12:49:43,273,266,0.9708029197080292
12:49:44,274,267,0.9709090909090909
12:49:44,275,268,0.9710144927536232
12:49:44,276,269,0.9711191335740073
12:49:45,277,270,0.9712230215827338
12:49:45,278,271,0.9713261648745519
12:49:46,279,272,0.9714285714285714
12:49:46,280,273,0.9715302491103203
12:49:46,281,274,0.9716312056737588
12:49:47,282,275,0.9717314487632509
12:49:47,283,276,0.971830985915493
12:49:47,284,277,0.9719298245614035
12:49:48,285,278,0.972027972027972
12:49:48,286,279,0.9721254355400697
12:49:49,287,280,0.9722222222222222
12:49:49,288,281,0.972318339100346
12:49:49,289,282,0.9724137931034482
12:49:50,290,283,0.9725085910652921
12:49:50,291,284,0.9726027397260274
12:49:50,292,285,0.9726962457337884
12:49:51,293,286,0.9727891156462585
12:49:51,294,287,0.9728813559322034
12:49:51,295,288,0.972972972972973
12:49:52,296,289,0.9730639730639731
12:49:52,297,290,0.9731543624161074
12:49:53,298,291,0.9732441471571907
12:49:53,299,291,0.97
12:49:54,300,292,0.9700996677740864
12:49:54,301,293,0.9701986754966887
12:49:54,302,294,0.9702970297029703
12:49:55,303,295,0.9703947368421053
12:49:56,304,296,0.9704918032786886
12:49:56,305,297,0.9705882352941176
12:49:56,306,298,0.9706840390879479
12:49:57,307,299,0.9707792207792207
12:49:57,308,300,0.970873786407767
12:49:57,309,301,0.9709677419354839
12:49:58,310,302,0.9710610932475884
12:49:58,311,303,0.9711538461538461
12:49:59,312,304,0.9712460063897763
12:49:59,313,305,0.9713375796178344
12:50:00,314,306,0.9714285714285714
12:50:00,315,307,0.9715189873417721
12:50:00,316,308,0.9716088328075709
12:50:01,317,309,0.9716981132075472
12:50:01,318,310,0.9717868338557993
12:50:01,319,311,0.971875
12:50:02,320,312,0.9719626168224299
12:50:02,321,313,0.9720496894409938
12:50:03,322,314,0.9721362229102167
12:50:03,323,315,0.9722222222222222
12:50:03,324,316,0.9723076923076923
12:50:04,325,317,0.9723926380368099
12:50:04,326,318,0.9724770642201835
12:50:05,327,319,0.9725609756097561
12:50:05,328,320,0.9726443768996961
12:50:05,329,321,0.9727272727272728
12:50:06,330,322,0.972809667673716
12:50:06,331,322,0.9698795180722891
12:50:07,332,323,0.96996996996997
12:50:07,333,324,0.9700598802395209
12:50:08,334,325,0.9701492537313433
12:50:08,335,326,0.9702380952380952
12:50:08,336,327,0.9703264094955489
12:50:09,337,328,0.9704142011834319
12:50:09,338,329,0.9705014749262537
12:50:10,339,330,0.9705882352941176
12:50:10,340,331,0.9706744868035191
12:50:10,341,332,0.9707602339181286
12:50:11,342,333,0.9708454810495627
12:50:12,343,334,0.9709302325581395
12:50:12,344,335,0.9710144927536232
12:50:12,345,336,0.9710982658959537
12:50:13,346,337,0.9711815561959655
12:50:13,347,338,0.9712643678160919
12:50:14,348,339,0.9713467048710601
12:50:14,349,340,0.9714285714285714
12:50:15,350,341,0.9715099715099715
12:50:16,351,342,0.9715909090909091
12:50:17,352,343,0.9716713881019831
12:50:17,353,344,0.9717514124293786
12:50:18,354,345,0.971830985915493
12:50:18,355,346,0.9719101123595506
12:50:18,356,347,0.9719887955182073
12:50:19,357,348,0.9720670391061452
12:50:19,358,348,0.9693593314763231
12:50:20,359,349,0.9694444444444444
12:50:20,360,350,0.9695290858725761
12:50:20,361,351,0.9696132596685083
12:50:21,362,352,0.9696969696969697
12:50:21,363,353,0.9697802197802198
12:50:22,364,354,0.9698630136986301
12:50:22,365,355,0.9699453551912568
12:50:22,366,356,0.9700272479564033
